,model_name,init_time,readme_time,init_readme_diff
19802,mrm8488/gpt2-imdb-neutral,2020-04-13,Fri Dec 11 22:54:30 2020 +0100,241 days 23:43:01
263,monologg/koelectra-small-generator,2020-04-14,Fri Dec 11 22:51:34 2020 +0100,241 days 00:10:12
3868,monologg/koelectra-small-discriminator,2020-04-14,Fri Dec 11 22:51:31 2020 +0100,241 days 00:11:48
16672,monologg/koelectra-base-discriminator,2020-04-15,Fri Dec 11 22:51:25 2020 +0100,240 days 11:06:21
2328,monologg/koelectra-base-generator,2020-04-15,Fri Dec 11 22:51:28 2020 +0100,240 days 10:56:58
1954,dkleczek/bert-base-polish-cased-v1,2020-04-15,Fri Dec 11 22:38:34 2020 +0100,240 days 15:15:53
5290,Hate-speech-CNERG/dehatebert-mono-english,2020-04-17,Fri Apr 17 08:22:56 2020 +0000,0 days 00:16:36
15241,dumitrescustefan/bert-base-romanian-uncased-v1,2020-04-20,Fri Dec 11 22:38:47 2020 +0100,235 days 11:41:43
25947,dumitrescustefan/bert-base-romanian-cased-v1,2020-04-20,Fri Dec 11 22:38:44 2020 +0100,235 days 11:28:38
15023,mrm8488/TinyBERT-spanish-uncased-finetuned-ner,2020-04-21,Fri Dec 11 22:52:28 2020 +0100,234 days 01:04:05
5944,surajp/albert-base-sanskrit,2020-04-24,Fri Dec 11 23:02:34 2020 +0100,231 days 14:52:55
20859,mrm8488/distilbert-base-multi-cased-finetuned-typo-detection,2020-04-25,Fri Dec 11 22:53:44 2020 +0100,230 days 07:19:12
20018,codegram/calbert-base-uncased,2020-04-25,Fri Dec 11 22:36:11 2020 +0100,230 days 12:32:05
25117,codegram/calbert-tiny-uncased,2020-04-25,Fri Dec 11 22:36:14 2020 +0100,230 days 11:20:08
12595,mrm8488/bert-small-finetuned-typo-detection,2020-04-25,Fri Dec 11 22:53:08 2020 +0100,230 days 07:39:16
5568,monsoon-nlp/hindi-bert,2020-04-26,Sun Apr 26 21:26:10 2020 +0000,0 days 16:45:15
12874,Hate-speech-CNERG/dehatebert-mono-arabic,2020-04-26,Sun Apr 26 02:56:29 2020 +0000,0 days 00:07:30
17069,deepset/roberta-base-squad2-covid,2020-04-27,Fri Dec 11 22:38:11 2020 +0100,228 days 05:52:00
28919,illuin/camembert-base-fquad,2020-04-27,Fri Dec 11 22:45:27 2020 +0100,228 days 14:47:10
27636,cl-tohoku/bert-base-japanese-char-whole-word-masking,2020-04-28,Mon Jan 25 14:24:56 2021 +0000,271 days 16:50:43
27054,Helsinki-NLP/opus-mt-aed-es,2020-04-28,Wed May 13 12:38:16 2020 +0000,14 days 13:28:30
28239,cl-tohoku/bert-base-japanese,2020-04-28,Mon Jan 25 14:20:01 2021 +0000,271 days 16:45:38
22291,Helsinki-NLP/opus-mt-en-de,2020-04-28,Wed May 13 12:38:30 2020 +0000,14 days 22:39:26
1935,daigo/bert-base-japanese-sentiment,2020-04-28,Fri Dec 11 22:36:34 2020 +0100,227 days 09:05:56
28626,cl-tohoku/bert-base-japanese-char,2020-04-28,Mon Jan 25 14:25:45 2021 +0000,271 days 16:51:40
26179,cl-tohoku/bert-base-japanese-whole-word-masking,2020-04-28,Mon Jan 25 14:18:23 2021 +0000,271 days 16:43:48
26641,Helsinki-NLP/opus-mt-en-tdt,2020-04-29,Wed May 13 12:38:37 2020 +0000,14 days 10:30:38
1835,Helsinki-NLP/opus-mt-crs-fr,2020-04-29,Wed May 13 12:38:22 2020 +0000,14 days 11:24:38
14772,Helsinki-NLP/opus-mt-sv-ht,2020-04-29,Wed May 13 12:39:33 2020 +0000,13 days 22:38:40
26790,Helsinki-NLP/opus-mt-fi-iso,2020-04-29,Wed May 13 12:38:51 2020 +0000,14 days 09:46:27
6871,Helsinki-NLP/opus-mt-lue-en,2020-04-29,Wed May 13 12:39:17 2020 +0000,13 days 23:26:44
2445,Helsinki-NLP/opus-mt-lus-es,2020-04-29,Wed May 13 12:39:17 2020 +0000,13 days 23:23:08
20453,Helsinki-NLP/opus-mt-it-fr,2020-04-29,Wed May 13 12:39:12 2020 +0000,13 days 23:42:00
26662,Helsinki-NLP/opus-mt-ko-es,2020-04-29,Wed May 13 12:39:13 2020 +0000,13 days 23:36:49
20385,Helsinki-NLP/opus-mt-hil-de,2020-04-29,Wed May 13 12:39:07 2020 +0000,13 days 23:54:56
14618,Helsinki-NLP/opus-mt-lv-es,2020-04-29,Wed May 13 12:39:18 2020 +0000,13 days 23:21:38
11611,Helsinki-NLP/opus-mt-ht-fi,2020-04-29,Wed May 13 12:39:08 2020 +0000,13 days 23:52:11
14604,Helsinki-NLP/opus-mt-gaa-de,2020-04-29,Wed May 13 12:39:05 2020 +0000,14 days 00:03:14
13839,Helsinki-NLP/opus-mt-de-mt,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:06:40
14617,Helsinki-NLP/opus-mt-en-sg,2020-04-29,Wed May 13 12:38:36 2020 +0000,14 days 10:33:45
19477,Helsinki-NLP/opus-mt-sv-ru,2020-04-29,Wed May 13 12:39:36 2020 +0000,13 days 22:28:37
27702,Helsinki-NLP/opus-mt-en-et,2020-04-29,Wed May 13 12:38:31 2020 +0000,14 days 10:52:05
13836,Helsinki-NLP/opus-mt-en-loz,2020-04-29,Wed May 13 12:38:33 2020 +0000,14 days 10:43:31
10411,Helsinki-NLP/opus-mt-fi-tw,2020-04-29,Wed May 13 12:38:56 2020 +0000,14 days 00:31:10
6333,Helsinki-NLP/opus-mt-en-st,2020-04-29,Wed May 13 12:38:37 2020 +0000,14 days 10:31:39
19464,Helsinki-NLP/opus-mt-en-ro,2020-04-29,Wed May 13 12:38:36 2020 +0000,14 days 10:34:58
26716,Helsinki-NLP/opus-mt-de-is,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:09:18
20423,Helsinki-NLP/opus-mt-sv-bzs,2020-04-29,Wed May 13 12:39:31 2020 +0000,13 days 22:45:02
11801,Helsinki-NLP/opus-mt-el-fi,2020-04-29,Wed May 13 12:38:29 2020 +0000,14 days 10:59:00
2572,Helsinki-NLP/opus-mt-en-kj,2020-04-29,Wed May 13 12:38:33 2020 +0000,14 days 10:45:10
26746,Helsinki-NLP/opus-mt-de-ee,2020-04-29,Wed May 13 12:38:25 2020 +0000,14 days 11:15:42
26502,Helsinki-NLP/opus-mt-es-hr,2020-04-29,Wed May 13 12:38:42 2020 +0000,14 days 10:14:01
6794,Helsinki-NLP/opus-mt-fi-tvl,2020-04-29,Wed May 13 12:38:56 2020 +0000,14 days 00:31:23
13674,Helsinki-NLP/opus-mt-fi-ho,2020-04-29,Wed May 13 12:38:51 2020 +0000,14 days 09:48:42
14886,Helsinki-NLP/opus-mt-ru-fr,2020-04-29,Wed May 13 12:39:25 2020 +0000,13 days 22:58:30
13743,Helsinki-NLP/opus-mt-sv-lv,2020-04-29,Wed May 13 12:39:35 2020 +0000,13 days 22:33:36
19271,Helsinki-NLP/opus-mt-sv-ha,2020-04-29,Wed May 13 12:39:33 2020 +0000,13 days 22:39:52
9884,Helsinki-NLP/opus-mt-pap-es,2020-04-29,Wed May 13 12:39:22 2020 +0000,13 days 23:05:50
2428,Helsinki-NLP/opus-mt-sv-srn,2020-04-29,Wed May 13 12:39:37 2020 +0000,13 days 22:26:01
14692,Helsinki-NLP/opus-mt-fr-crs,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:25:14
9973,Helsinki-NLP/opus-mt-lt-fr,2020-04-29,Wed May 13 12:39:16 2020 +0000,13 days 23:28:46
20323,Helsinki-NLP/opus-mt-fr-tvl,2020-04-29,Wed May 13 12:39:03 2020 +0000,14 days 00:06:16
14710,Helsinki-NLP/opus-mt-fi-rw,2020-04-29,Wed May 13 12:38:54 2020 +0000,14 days 00:36:53
2541,Helsinki-NLP/opus-mt-chk-en,2020-04-29,Wed May 13 12:38:21 2020 +0000,14 days 11:28:04
20477,Helsinki-NLP/opus-mt-ilo-sv,2020-04-29,Wed May 13 12:39:10 2020 +0000,13 days 23:45:37
26548,Helsinki-NLP/opus-mt-sv-is,2020-04-29,Wed May 13 12:39:34 2020 +0000,13 days 22:37:05
20480,Helsinki-NLP/opus-mt-ig-sv,2020-04-29,Wed May 13 12:39:10 2020 +0000,13 days 23:46:52
1847,Helsinki-NLP/opus-mt-ig-fr,2020-04-29,Wed May 13 12:39:10 2020 +0000,13 days 23:47:15
27645,Helsinki-NLP/opus-mt-da-es,2020-04-29,Wed May 13 12:38:23 2020 +0000,14 days 11:20:35
27666,Helsinki-NLP/opus-mt-fi-bem,2020-04-29,Wed May 13 12:38:49 2020 +0000,14 days 09:55:21
1902,Helsinki-NLP/opus-mt-en-iso,2020-04-29,Wed May 13 12:38:33 2020 +0000,14 days 10:46:12
134,Helsinki-NLP/opus-mt-luo-en,2020-04-29,Wed May 13 12:39:17 2020 +0000,13 days 23:23:33
27659,Helsinki-NLP/opus-mt-en-gl,2020-04-29,Wed May 13 12:38:32 2020 +0000,14 days 10:50:07
27769,Helsinki-NLP/opus-mt-pap-en,2020-04-29,Wed May 13 12:39:22 2020 +0000,13 days 23:06:04
26520,Helsinki-NLP/opus-mt-bzs-fr,2020-04-29,Wed May 13 12:38:20 2020 +0000,14 days 11:31:05
1840,Helsinki-NLP/opus-mt-fi-pag,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:40:52
6371,Helsinki-NLP/opus-mt-sv-sg,2020-04-29,Wed May 13 12:39:36 2020 +0000,13 days 22:27:42
9628,Helsinki-NLP/opus-mt-ssp-es,2020-04-29,Wed May 13 12:39:29 2020 +0000,13 days 22:48:50
27742,Helsinki-NLP/opus-mt-ru-en,2020-04-29,Wed May 13 12:39:24 2020 +0000,13 days 22:59:15
6254,Helsinki-NLP/opus-mt-fr-sg,2020-04-29,Wed May 13 12:39:02 2020 +0000,14 days 00:11:22
27848,Helsinki-NLP/opus-mt-de-lua,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:06:55
27849,Helsinki-NLP/opus-mt-om-en,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:08:04
2673,Helsinki-NLP/opus-mt-ny-es,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:08:47
6480,Helsinki-NLP/opus-mt-bcl-sv,2020-04-29,Wed May 13 12:38:18 2020 +0000,14 days 11:37:28
20604,Helsinki-NLP/opus-mt-nso-en,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:10:46
26791,Helsinki-NLP/opus-mt-de-gaa,2020-04-29,Wed May 13 12:38:26 2020 +0000,14 days 11:12:51
6840,Helsinki-NLP/opus-mt-lua-sv,2020-04-29,Wed May 13 12:39:17 2020 +0000,13 days 23:27:03
13799,Helsinki-NLP/opus-mt-af-en,2020-04-29,Wed May 13 12:38:16 2020 +0000,14 days 11:43:44
6868,Helsinki-NLP/opus-mt-ha-es,2020-04-29,Wed May 13 12:39:07 2020 +0000,13 days 23:56:50
19365,Helsinki-NLP/opus-mt-srn-sv,2020-04-29,Wed May 13 12:39:29 2020 +0000,13 days 22:49:19
30417,Helsinki-NLP/opus-mt-ee-fr,2020-04-29,Wed May 13 12:38:28 2020 +0000,14 days 11:01:25
14778,Helsinki-NLP/opus-mt-sv-et,2020-04-29,Wed May 13 12:39:32 2020 +0000,13 days 22:41:58
27650,Helsinki-NLP/opus-mt-lv-en,2020-04-29,Wed May 13 12:39:18 2020 +0000,13 days 23:21:51
1826,Helsinki-NLP/opus-mt-hi-en,2020-04-29,Wed May 13 12:39:07 2020 +0000,13 days 23:55:13
30412,Helsinki-NLP/opus-mt-sl-sv,2020-04-29,Wed May 13 12:39:27 2020 +0000,13 days 22:53:06
20276,Helsinki-NLP/opus-mt-prl-es,2020-04-29,Wed May 13 12:39:24 2020 +0000,13 days 23:00:54
20543,Helsinki-NLP/opus-mt-es-sm,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:05:03
9829,Helsinki-NLP/opus-mt-fr-xh,2020-04-29,Wed May 13 12:39:04 2020 +0000,14 days 00:04:19
27798,Helsinki-NLP/opus-mt-fr-war,2020-04-29,Wed May 13 12:39:04 2020 +0000,14 days 00:04:46
2390,Helsinki-NLP/opus-mt-fi-tiv,2020-04-29,Wed May 13 12:38:55 2020 +0000,14 days 00:33:34
11783,Helsinki-NLP/opus-mt-fr-kwy,2020-04-29,Wed May 13 12:38:59 2020 +0000,14 days 00:17:54
26457,Helsinki-NLP/opus-mt-ja-en,2020-04-29,Wed May 13 12:39:12 2020 +0000,13 days 23:41:05
26372,Helsinki-NLP/opus-mt-af-es,2020-04-29,Wed May 13 12:38:16 2020 +0000,14 days 11:43:29
26383,Helsinki-NLP/opus-mt-en-sv,2020-04-29,Wed May 13 12:38:37 2020 +0000,14 days 10:31:21
2649,Helsinki-NLP/opus-mt-chk-fr,2020-04-29,Wed May 13 12:38:22 2020 +0000,14 days 11:27:22
10470,Helsinki-NLP/opus-mt-fj-fr,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:27:36
30492,Helsinki-NLP/opus-mt-en-ga,2020-04-29,Wed May 13 12:38:31 2020 +0000,14 days 10:50:54
9887,Helsinki-NLP/opus-mt-pl-fr,2020-04-29,Wed May 13 12:39:23 2020 +0000,13 days 23:02:40
27744,Helsinki-NLP/opus-mt-ny-de,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:09:19
30454,Helsinki-NLP/opus-mt-nl-fr,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:11:27
20448,Helsinki-NLP/opus-mt-bcl-en,2020-04-29,Wed May 13 12:38:18 2020 +0000,14 days 11:38:40
27734,Helsinki-NLP/opus-mt-st-en,2020-04-29,Wed May 13 12:39:29 2020 +0000,13 days 22:48:32
7168,Helsinki-NLP/opus-mt-bi-es,2020-04-29,Wed May 13 12:38:20 2020 +0000,14 days 11:33:15
186,Helsinki-NLP/opus-mt-sv-sk,2020-04-29,Wed May 13 12:39:36 2020 +0000,13 days 22:27:30
30420,Helsinki-NLP/opus-mt-sv-cs,2020-04-29,Wed May 13 12:39:31 2020 +0000,13 days 22:43:48
7033,Helsinki-NLP/opus-mt-fi-run,2020-04-29,Wed May 13 12:38:54 2020 +0000,14 days 09:39:28
20587,Helsinki-NLP/opus-mt-ny-en,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:09:00
20435,Helsinki-NLP/opus-mt-bi-fr,2020-04-29,Wed May 13 12:38:20 2020 +0000,14 days 11:32:43
30390,Helsinki-NLP/opus-mt-pon-fi,2020-04-29,Wed May 13 12:39:24 2020 +0000,13 days 23:01:51
6467,Helsinki-NLP/opus-mt-lu-es,2020-04-29,Wed May 13 12:39:16 2020 +0000,13 days 23:24:47
7039,Helsinki-NLP/opus-mt-sv-sl,2020-04-29,Wed May 13 12:39:36 2020 +0000,13 days 22:27:18
6469,Helsinki-NLP/opus-mt-fi-srn,2020-04-29,Wed May 13 12:38:54 2020 +0000,14 days 00:34:43
26429,Helsinki-NLP/opus-mt-sv-th,2020-04-29,Wed May 13 12:39:37 2020 +0000,13 days 22:24:44
14809,Helsinki-NLP/opus-mt-ka-en,2020-04-29,Wed May 13 12:39:13 2020 +0000,13 days 23:39:15
13896,Helsinki-NLP/opus-mt-fr-ee,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:24:47
6475,Helsinki-NLP/opus-mt-ho-en,2020-04-29,Wed May 13 12:39:07 2020 +0000,13 days 23:54:14
26452,Helsinki-NLP/opus-mt-es-de,2020-04-29,Wed May 13 12:38:41 2020 +0000,14 days 10:20:30
19611,Helsinki-NLP/opus-mt-bcl-es,2020-04-29,Wed May 13 12:38:18 2020 +0000,14 days 11:38:24
26423,Helsinki-NLP/opus-mt-es-ceb,2020-04-29,Wed May 13 12:38:40 2020 +0000,14 days 10:21:51
14811,Helsinki-NLP/opus-mt-es-crs,2020-04-29,Wed May 13 12:38:41 2020 +0000,14 days 10:21:38
26434,Helsinki-NLP/opus-mt-fr-bem,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:26:40
30577,Helsinki-NLP/opus-mt-fi-bg,2020-04-29,Wed May 13 12:38:49 2020 +0000,14 days 09:55:05
27960,Helsinki-NLP/opus-mt-sv-hr,2020-04-29,Wed May 13 12:39:33 2020 +0000,13 days 22:38:55
19102,Helsinki-NLP/opus-mt-fi-pon,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:40:11
27610,Helsinki-NLP/opus-mt-fr-hil,2020-04-29,Wed May 13 12:38:59 2020 +0000,14 days 00:21:32
20746,Helsinki-NLP/opus-mt-lua-fr,2020-04-29,Wed May 13 12:39:17 2020 +0000,13 days 23:27:24
13721,Helsinki-NLP/opus-mt-bzs-sv,2020-04-29,Wed May 13 12:38:20 2020 +0000,14 days 11:30:46
9761,Helsinki-NLP/opus-mt-en-tiv,2020-04-29,Wed May 13 12:38:37 2020 +0000,14 days 10:29:54
1768,Helsinki-NLP/opus-mt-ase-fr,2020-04-29,Wed May 13 12:38:17 2020 +0000,14 days 11:39:27
6216,Helsinki-NLP/opus-mt-gl-es,2020-04-29,Wed May 13 12:39:06 2020 +0000,13 days 23:59:00
26272,Helsinki-NLP/opus-mt-run-sv,2020-04-29,Wed May 13 12:39:25 2020 +0000,13 days 22:57:34
229,Helsinki-NLP/opus-mt-en-ig,2020-04-29,Wed May 13 12:38:32 2020 +0000,14 days 10:47:07
10385,Helsinki-NLP/opus-mt-fr-gil,2020-04-29,Wed May 13 12:38:58 2020 +0000,14 days 00:22:28
26257,Helsinki-NLP/opus-mt-ilo-es,2020-04-29,Wed May 13 12:39:10 2020 +0000,13 days 23:46:01
230,Helsinki-NLP/opus-mt-ja-es,2020-04-29,Wed May 13 12:39:12 2020 +0000,13 days 23:40:49
5649,Helsinki-NLP/opus-mt-mr-en,2020-04-29,Wed May 13 12:39:20 2020 +0000,13 days 23:16:47
1761,Helsinki-NLP/opus-mt-fi-pap,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:40:37
30547,Helsinki-NLP/opus-mt-fr-uk,2020-04-29,Wed May 13 12:39:04 2020 +0000,14 days 00:05:32
26140,Helsinki-NLP/opus-mt-pis-en,2020-04-29,Wed May 13 12:39:23 2020 +0000,13 days 23:05:00
6208,Helsinki-NLP/opus-mt-gl-en,2020-04-29,Wed May 13 12:39:06 2020 +0000,13 days 23:59:13
27888,Helsinki-NLP/opus-mt-fr-he,2020-04-29,Wed May 13 12:38:58 2020 +0000,14 days 00:21:45
26241,Helsinki-NLP/opus-mt-de-pon,2020-04-29,Wed May 13 12:38:28 2020 +0000,14 days 11:03:07
26232,Helsinki-NLP/opus-mt-fr-ty,2020-04-29,Wed May 13 12:39:03 2020 +0000,14 days 00:05:48
27895,Helsinki-NLP/opus-mt-es-st,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:04:12
30338,Helsinki-NLP/opus-mt-en-om,2020-04-29,Wed May 13 12:38:35 2020 +0000,14 days 10:36:53
11554,Helsinki-NLP/opus-mt-en-guw,2020-04-29,Wed May 13 12:38:32 2020 +0000,14 days 10:49:38
26215,Helsinki-NLP/opus-mt-en-ty,2020-04-29,Wed May 13 12:38:38 2020 +0000,14 days 10:27:26
26202,Helsinki-NLP/opus-mt-ru-fi,2020-04-29,Wed May 13 12:39:24 2020 +0000,13 days 22:58:43
26883,Helsinki-NLP/opus-mt-sv-run,2020-04-29,Wed May 13 12:39:36 2020 +0000,13 days 22:28:22
102,Helsinki-NLP/opus-mt-nso-sv,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:09:35
20818,Helsinki-NLP/opus-mt-lua-en,2020-04-29,Wed May 13 12:39:16 2020 +0000,13 days 23:28:15
8624,Helsinki-NLP/opus-mt-ja-fi,2020-04-29,Wed May 13 12:39:12 2020 +0000,13 days 23:40:28
23714,Helsinki-NLP/opus-mt-gv-en,2020-04-29,Wed May 13 12:39:06 2020 +0000,13 days 23:57:19
12632,Helsinki-NLP/opus-mt-fi-xh,2020-04-29,Wed May 13 12:38:56 2020 +0000,14 days 00:28:47
14971,Helsinki-NLP/opus-mt-guw-en,2020-04-29,Wed May 13 12:39:06 2020 +0000,13 days 23:58:31
6188,Helsinki-NLP/opus-mt-ber-es,2020-04-29,Wed May 13 12:38:19 2020 +0000,14 days 11:35:20
2767,Helsinki-NLP/opus-mt-es-zai,2020-04-29,Wed May 13 12:38:48 2020 +0000,14 days 09:58:54
2768,Helsinki-NLP/opus-mt-st-fi,2020-04-29,Wed May 13 12:39:29 2020 +0000,13 days 22:47:55
27605,Helsinki-NLP/opus-mt-ja-de,2020-04-29,Wed May 13 12:39:12 2020 +0000,13 days 23:41:26
6498,Helsinki-NLP/opus-mt-es-prl,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:06:44
13925,Helsinki-NLP/opus-mt-fi-mg,2020-04-29,Wed May 13 12:38:52 2020 +0000,14 days 09:43:17
26925,Helsinki-NLP/opus-mt-mk-fi,2020-04-29,Wed May 13 12:39:19 2020 +0000,13 days 23:18:04
9704,Helsinki-NLP/opus-mt-fi-mk,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:42:53
14430,Helsinki-NLP/opus-mt-fr-hu,2020-04-29,Wed May 13 12:38:59 2020 +0000,14 days 00:20:16
242,Helsinki-NLP/opus-mt-en-bzs,2020-04-29,Wed May 13 12:38:30 2020 +0000,14 days 10:56:32
20786,Helsinki-NLP/opus-mt-en-to,2020-04-29,Wed May 13 12:38:38 2020 +0000,14 days 10:29:08
10037,Helsinki-NLP/opus-mt-sv-sv,2020-04-29,Wed May 13 12:39:37 2020 +0000,13 days 22:25:21
27916,Helsinki-NLP/opus-mt-bem-en,2020-04-29,Wed May 13 12:38:18 2020 +0000,14 days 11:37:14
20798,Helsinki-NLP/opus-mt-en-run,2020-04-29,Wed May 13 12:38:36 2020 +0000,14 days 10:34:21
9701,Helsinki-NLP/opus-mt-fi-he,2020-04-29,Wed May 13 12:38:50 2020 +0000,14 days 09:49:16
7134,Helsinki-NLP/opus-mt-mk-es,2020-04-29,Wed May 13 12:39:19 2020 +0000,13 days 23:18:17
20808,Helsinki-NLP/opus-mt-de-de,2020-04-29,Wed May 13 12:38:24 2020 +0000,14 days 11:15:57
26151,Helsinki-NLP/opus-mt-fr-tll,2020-04-29,Wed May 13 12:39:03 2020 +0000,14 days 00:08:34
20814,Helsinki-NLP/opus-mt-pl-de,2020-04-29,Wed May 13 12:39:23 2020 +0000,13 days 23:03:50
20819,Helsinki-NLP/opus-mt-sv-rnd,2020-04-29,Wed May 13 12:39:36 2020 +0000,13 days 22:29:10
2311,Helsinki-NLP/opus-mt-mfe-es,2020-04-29,Wed May 13 12:39:18 2020 +0000,13 days 23:20:12
9723,Helsinki-NLP/opus-mt-fi-de,2020-04-29,Wed May 13 12:38:49 2020 +0000,14 days 09:53:07
27614,Helsinki-NLP/opus-mt-it-es,2020-04-29,Wed May 13 12:39:12 2020 +0000,13 days 23:42:12
7210,Helsinki-NLP/opus-mt-bi-en,2020-04-29,Wed May 13 12:38:20 2020 +0000,14 days 11:33:32
19035,Helsinki-NLP/opus-mt-fi-tn,2020-04-29,Wed May 13 12:38:55 2020 +0000,14 days 00:33:02
2708,Helsinki-NLP/opus-mt-de-ase,2020-04-29,Wed May 13 12:38:23 2020 +0000,14 days 11:19:04
27556,Helsinki-NLP/opus-mt-lt-de,2020-04-29,Wed May 13 12:39:15 2020 +0000,13 days 23:29:13
6098,Helsinki-NLP/opus-mt-lv-fi,2020-04-29,Wed May 13 12:39:18 2020 +0000,13 days 23:21:20
11928,Helsinki-NLP/opus-mt-niu-en,2020-04-29,Wed May 13 12:39:20 2020 +0000,13 days 23:14:36
11752,Helsinki-NLP/opus-mt-mfe-en,2020-04-29,Wed May 13 12:39:18 2020 +0000,13 days 23:20:26
6149,Helsinki-NLP/opus-mt-de-hil,2020-04-29,Wed May 13 12:38:26 2020 +0000,14 days 11:11:23
15002,Helsinki-NLP/opus-mt-de-es,2020-04-29,Wed May 13 12:38:25 2020 +0000,14 days 11:14:16
26965,Helsinki-NLP/opus-mt-lue-sv,2020-04-29,Wed May 13 12:39:17 2020 +0000,13 days 23:24:34
15016,Helsinki-NLP/opus-mt-en-hil,2020-04-29,Wed May 13 12:38:32 2020 +0000,14 days 10:48:32
26096,Helsinki-NLP/opus-mt-ha-fi,2020-04-29,Wed May 13 12:39:07 2020 +0000,13 days 23:56:35
13690,Helsinki-NLP/opus-mt-fi-ve,2020-04-29,Wed May 13 12:38:56 2020 +0000,14 days 00:29:51
9659,Helsinki-NLP/opus-mt-nso-fr,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:09:51
6803,Helsinki-NLP/opus-mt-fi-ilo,2020-04-29,Wed May 13 12:38:51 2020 +0000,14 days 09:46:53
13675,Helsinki-NLP/opus-mt-en-kg,2020-04-29,Wed May 13 12:38:33 2020 +0000,14 days 10:45:28
2868,Helsinki-NLP/opus-mt-en-lua,2020-04-29,Wed May 13 12:38:34 2020 +0000,14 days 10:42:53
6126,Helsinki-NLP/opus-mt-sv-sq,2020-04-29,Wed May 13 12:39:37 2020 +0000,13 days 22:26:33
19120,Helsinki-NLP/opus-mt-mos-en,2020-04-29,Wed May 13 12:39:20 2020 +0000,13 days 23:17:00
26071,Helsinki-NLP/opus-mt-es-efi,2020-04-29,Wed May 13 12:38:41 2020 +0000,14 days 10:19:30
1719,Helsinki-NLP/opus-mt-de-fj,2020-04-29,Wed May 13 12:38:26 2020 +0000,14 days 11:13:30
11948,Helsinki-NLP/opus-mt-bcl-fi,2020-04-29,Wed May 13 12:38:18 2020 +0000,14 days 11:38:04
10068,Helsinki-NLP/opus-mt-en-sm,2020-04-29,Wed May 13 12:38:37 2020 +0000,14 days 10:32:58
30242,Helsinki-NLP/opus-mt-hu-fi,2020-04-29,Wed May 13 12:39:08 2020 +0000,13 days 23:50:54
26206,Helsinki-NLP/opus-mt-ilo-en,2020-04-29,Wed May 13 12:39:10 2020 +0000,13 days 23:46:15
9629,Helsinki-NLP/opus-mt-bg-en,2020-04-29,Wed May 13 12:38:19 2020 +0000,14 days 11:34:53
10327,Helsinki-NLP/opus-mt-de-bi,2020-04-29,Wed May 13 12:38:24 2020 +0000,14 days 11:18:26
11900,Helsinki-NLP/opus-mt-es-fr,2020-04-29,Wed May 13 12:38:42 2020 +0000,14 days 10:17:04
10352,Helsinki-NLP/opus-mt-de-bcl,2020-04-29,Wed May 13 12:38:24 2020 +0000,14 days 11:18:40
2789,Helsinki-NLP/opus-mt-es-yua,2020-04-29,Wed May 13 12:38:47 2020 +0000,14 days 09:59:10
27924,Helsinki-NLP/opus-mt-sn-sv,2020-04-29,Wed May 13 12:39:28 2020 +0000,13 days 22:51:06
19088,Helsinki-NLP/opus-mt-fr-swc,2020-04-29,Wed May 13 12:39:03 2020 +0000,14 days 00:09:06
30261,Helsinki-NLP/opus-mt-efi-sv,2020-04-29,Wed May 13 12:38:29 2020 +0000,14 days 10:59:12
19082,Helsinki-NLP/opus-mt-bzs-en,2020-04-29,Wed May 13 12:38:20 2020 +0000,14 days 11:31:59
7184,Helsinki-NLP/opus-mt-fr-ha,2020-04-29,Wed May 13 12:38:58 2020 +0000,14 days 00:21:59
13650,Helsinki-NLP/opus-mt-es-ty,2020-04-29,Wed May 13 12:38:47 2020 +0000,14 days 10:01:43
11960,Helsinki-NLP/opus-mt-kqn-en,2020-04-29,Wed May 13 12:39:14 2020 +0000,13 days 23:35:57
19059,Helsinki-NLP/opus-mt-fi-sl,2020-04-29,Wed May 13 12:38:54 2020 +0000,14 days 00:35:54
11963,Helsinki-NLP/opus-mt-ceb-en,2020-04-29,Wed May 13 12:38:21 2020 +0000,14 days 11:29:32
